step,correct,regret,cumulative_regret,cost_normalized_regret,chosen
201,1.0,0.0,19.0,0.09405940594059406,policy
202,1.0,0.0,19.0,0.09359605911330049,protomem
203,1.0,0.0,19.0,0.09313725490196079,policy
204,1.0,0.0,19.0,0.09268292682926829,policy
205,1.0,0.0,19.0,0.09223300970873786,protomem
206,1.0,0.0,19.0,0.09178743961352658,protomem
207,1.0,0.0,19.0,0.09134615384615384,goalinfer
208,1.0,0.0,19.0,0.09090909090909091,policy
209,1.0,0.0,19.0,0.09047619047619047,protomem
210,1.0,0.0,19.0,0.09004739336492891,policy
211,1.0,0.0,19.0,0.08962264150943396,protomem
212,1.0,0.0,19.0,0.0892018779342723,protomem
213,1.0,0.0,19.0,0.08878504672897196,protomem
214,1.0,0.0,19.0,0.08837209302325581,protomem
215,1.0,0.0,19.0,0.08796296296296297,goalinfer
216,1.0,0.0,19.0,0.08755760368663594,policy
217,1.0,0.0,19.0,0.0871559633027523,protomem
218,1.0,0.0,19.0,0.0867579908675799,goalinfer
219,1.0,0.0,19.0,0.08636363636363636,protomem
220,1.0,0.0,19.0,0.08597285067873303,goalinfer
221,1.0,0.0,19.0,0.08558558558558559,policy
222,1.0,0.0,19.0,0.08520179372197309,policy
223,1.0,0.0,19.0,0.08482142857142858,policy
224,1.0,0.0,19.0,0.08444444444444445,policy
225,1.0,0.0,19.0,0.084070796460177,protomem
226,1.0,0.0,19.0,0.08370044052863436,protomem
227,1.0,0.0,19.0,0.08333333333333333,protomem
228,1.0,0.0,19.0,0.08296943231441048,protomem
229,1.0,0.0,19.0,0.08260869565217391,protomem
230,1.0,0.0,19.0,0.08225108225108226,policy
231,1.0,0.0,19.0,0.08189655172413793,policy
232,1.0,0.0,19.0,0.0815450643776824,protomem
233,1.0,0.0,19.0,0.0811965811965812,policy
234,1.0,0.0,19.0,0.08085106382978724,protomem
235,1.0,0.0,19.0,0.08050847457627118,policy
236,1.0,0.0,19.0,0.08016877637130802,protomem
237,1.0,0.0,19.0,0.07983193277310924,protomem
238,1.0,0.0,19.0,0.0794979079497908,protomem
239,1.0,0.0,19.0,0.07916666666666666,policy
240,1.0,0.0,19.0,0.07883817427385892,protomem
241,1.0,0.0,19.0,0.07851239669421488,policy
242,1.0,0.0,19.0,0.07818930041152264,policy
243,1.0,0.0,19.0,0.0778688524590164,protomem
244,1.0,0.0,19.0,0.07755102040816327,protomem
245,1.0,0.0,19.0,0.07723577235772358,policy
246,1.0,0.0,19.0,0.07692307692307693,protomem
247,1.0,0.0,19.0,0.07661290322580645,protomem
248,1.0,0.0,19.0,0.07630522088353414,protomem
249,1.0,0.0,19.0,0.076,protomem
250,1.0,0.0,19.0,0.07569721115537849,policy
251,1.0,0.0,19.0,0.07539682539682539,policy
252,1.0,0.0,19.0,0.07509881422924901,policy
253,1.0,0.0,19.0,0.07480314960629922,paramcomp
254,1.0,0.0,19.0,0.07450980392156863,paramcomp
255,1.0,0.0,19.0,0.07421875,protomem
256,1.0,0.0,19.0,0.07392996108949416,goalinfer
257,1.0,0.0,19.0,0.07364341085271318,protomem
258,1.0,0.0,19.0,0.07335907335907337,protomem
259,1.0,0.0,19.0,0.07307692307692308,protomem
260,1.0,0.0,19.0,0.07279693486590039,protomem
261,1.0,0.0,19.0,0.07251908396946564,policy
262,1.0,0.0,19.0,0.07224334600760456,protomem
263,1.0,0.0,19.0,0.07196969696969698,policy
264,1.0,0.0,19.0,0.07169811320754717,policy
265,1.0,0.0,19.0,0.07142857142857142,protomem
266,1.0,0.0,19.0,0.07116104868913857,protomem
267,1.0,0.0,19.0,0.0708955223880597,goalinfer
268,1.0,0.0,19.0,0.07063197026022305,policy
269,1.0,0.0,19.0,0.07037037037037037,protomem
270,1.0,0.0,19.0,0.07011070110701106,policy
271,1.0,0.0,19.0,0.06985294117647059,protomem
272,1.0,0.0,19.0,0.0695970695970696,protomem
273,1.0,0.0,19.0,0.06934306569343066,protomem
274,1.0,0.0,19.0,0.06909090909090909,protomem
275,1.0,0.0,19.0,0.06884057971014493,goalinfer
276,1.0,0.0,19.0,0.06859205776173286,policy
277,1.0,0.0,19.0,0.0683453237410072,protomem
278,1.0,0.0,19.0,0.06810035842293907,goalinfer
279,1.0,0.0,19.0,0.06785714285714285,protomem
280,0.0,1.0,20.0,0.0711743772241993,policy
281,0.0,1.0,21.0,0.07446808510638298,policy
282,0.0,1.0,22.0,0.07773851590106007,policy
283,0.0,1.0,23.0,0.08098591549295775,policy
284,0.0,1.0,24.0,0.08421052631578947,policy
285,0.0,1.0,25.0,0.08741258741258741,policy
286,0.0,1.0,26.0,0.09059233449477352,policy
287,0.0,1.0,27.0,0.09375,policy
288,1.0,0.0,27.0,0.09342560553633218,policy
289,0.0,1.0,28.0,0.09655172413793103,policy
290,0.0,1.0,29.0,0.09965635738831616,policy
291,0.0,1.0,30.0,0.10273972602739725,policy
292,0.0,1.0,31.0,0.10580204778156997,policy
293,0.0,1.0,32.0,0.10884353741496598,policy
294,0.0,1.0,33.0,0.11186440677966102,policy
295,0.0,1.0,34.0,0.11486486486486487,policy
296,1.0,0.0,34.0,0.11447811447811448,protomem
297,0.0,1.0,35.0,0.1174496644295302,policy
298,0.0,1.0,36.0,0.12040133779264214,policy
299,0.0,1.0,37.0,0.12333333333333334,policy
300,0.0,1.0,38.0,0.12624584717607973,policy
301,0.0,1.0,39.0,0.1291390728476821,policy
302,0.0,1.0,40.0,0.132013201320132,policy
303,0.0,1.0,41.0,0.13486842105263158,policy
304,0.0,1.0,42.0,0.1377049180327869,policy
305,0.0,1.0,43.0,0.14052287581699346,policy
306,0.0,1.0,44.0,0.14332247557003258,policy
307,0.0,1.0,45.0,0.1461038961038961,policy
308,0.0,1.0,46.0,0.1488673139158576,policy
309,0.0,1.0,47.0,0.15161290322580645,policy
310,0.0,1.0,48.0,0.15434083601286175,policy
311,0.0,1.0,49.0,0.15705128205128205,policy
312,0.0,1.0,50.0,0.1597444089456869,policy
313,0.0,1.0,51.0,0.1624203821656051,policy
314,0.0,1.0,52.0,0.16507936507936508,policy
315,0.0,1.0,53.0,0.16772151898734178,policy
316,0.0,1.0,54.0,0.17034700315457413,policy
317,0.0,1.0,55.0,0.17295597484276728,policy
318,0.0,1.0,56.0,0.1755485893416928,policy
319,0.0,1.0,57.0,0.178125,policy
320,1.0,0.0,57.0,0.17757009345794392,policy
321,1.0,0.0,57.0,0.17701863354037267,policy
322,1.0,0.0,57.0,0.17647058823529413,protomem
323,1.0,0.0,57.0,0.17592592592592593,protomem
324,1.0,0.0,57.0,0.1753846153846154,policy
325,1.0,0.0,57.0,0.17484662576687116,protomem
326,1.0,0.0,57.0,0.1743119266055046,goalinfer
327,1.0,0.0,57.0,0.17378048780487804,protomem
328,1.0,0.0,57.0,0.17325227963525835,policy
329,1.0,0.0,57.0,0.17272727272727273,policy
330,1.0,0.0,57.0,0.17220543806646527,protomem
331,1.0,0.0,57.0,0.1716867469879518,policy
332,1.0,0.0,57.0,0.17117117117117117,protomem
333,1.0,0.0,57.0,0.17065868263473055,policy
334,1.0,0.0,57.0,0.1701492537313433,protomem
335,1.0,0.0,57.0,0.16964285714285715,policy
336,1.0,0.0,57.0,0.16913946587537093,protomem
337,1.0,0.0,57.0,0.16863905325443787,paramcomp
338,1.0,0.0,57.0,0.168141592920354,policy
339,1.0,0.0,57.0,0.1676470588235294,policy
340,1.0,0.0,57.0,0.16715542521994134,policy
341,1.0,0.0,57.0,0.16666666666666666,policy
342,1.0,0.0,57.0,0.1661807580174927,protomem
343,1.0,0.0,57.0,0.16569767441860464,protomem
344,1.0,0.0,57.0,0.16521739130434782,policy
345,1.0,0.0,57.0,0.16473988439306358,protomem
346,1.0,0.0,57.0,0.1642651296829971,goalinfer
347,1.0,0.0,57.0,0.16379310344827586,protomem
348,1.0,0.0,57.0,0.16332378223495703,policy
349,1.0,0.0,57.0,0.16285714285714287,policy
350,1.0,0.0,57.0,0.1623931623931624,protomem
351,1.0,0.0,57.0,0.16193181818181818,policy
352,1.0,0.0,57.0,0.16147308781869688,protomem
353,1.0,0.0,57.0,0.16101694915254236,policy
354,1.0,0.0,57.0,0.16056338028169015,protomem
355,1.0,0.0,57.0,0.1601123595505618,policy
356,1.0,0.0,57.0,0.15966386554621848,protomem
357,1.0,0.0,57.0,0.15921787709497207,protomem
358,1.0,0.0,57.0,0.15877437325905291,policy
359,1.0,0.0,57.0,0.15833333333333333,policy
360,1.0,0.0,57.0,0.15789473684210525,protomem
361,1.0,0.0,57.0,0.1574585635359116,policy
362,1.0,0.0,57.0,0.15702479338842976,policy
363,1.0,0.0,57.0,0.1565934065934066,protomem
364,1.0,0.0,57.0,0.15616438356164383,protomem
365,1.0,0.0,57.0,0.1557377049180328,policy
366,1.0,0.0,57.0,0.1553133514986376,protomem
367,1.0,0.0,57.0,0.15489130434782608,protomem
368,1.0,0.0,57.0,0.15447154471544716,protomem
369,1.0,0.0,57.0,0.15405405405405406,protomem
370,1.0,0.0,57.0,0.15363881401617252,policy
371,1.0,0.0,57.0,0.1532258064516129,policy
372,1.0,0.0,57.0,0.15281501340482573,policy
373,1.0,0.0,57.0,0.15240641711229946,paramcomp
374,1.0,0.0,57.0,0.152,paramcomp
375,1.0,0.0,57.0,0.15159574468085107,protomem
376,1.0,0.0,57.0,0.15119363395225463,goalinfer
377,1.0,0.0,57.0,0.15079365079365079,protomem
378,1.0,0.0,57.0,0.1503957783641161,protomem
379,1.0,0.0,57.0,0.15,protomem
380,0.0,1.0,58.0,0.15223097112860892,policy
381,0.0,1.0,59.0,0.1544502617801047,policy
382,0.0,1.0,60.0,0.1566579634464752,policy
383,0.0,1.0,61.0,0.15885416666666666,policy
384,0.0,1.0,62.0,0.16103896103896104,policy
385,0.0,1.0,63.0,0.16321243523316062,policy
386,0.0,1.0,64.0,0.165374677002584,policy
387,0.0,1.0,65.0,0.16752577319587628,policy
388,0.0,1.0,66.0,0.16966580976863754,policy
389,0.0,1.0,67.0,0.1717948717948718,policy
390,0.0,1.0,68.0,0.17391304347826086,policy
391,1.0,0.0,68.0,0.17346938775510204,goalinfer
392,1.0,0.0,68.0,0.17302798982188294,policy
393,0.0,1.0,69.0,0.1751269035532995,policy
394,0.0,1.0,70.0,0.17721518987341772,policy
395,0.0,1.0,71.0,0.17929292929292928,policy
396,0.0,1.0,72.0,0.181360201511335,policy
397,0.0,1.0,73.0,0.18341708542713567,policy
398,0.0,1.0,74.0,0.18546365914786966,policy
399,1.0,0.0,74.0,0.185,goalinfer
400,0.0,1.0,75.0,0.18703241895261846,policy
401,0.0,1.0,76.0,0.1890547263681592,policy
402,0.0,1.0,77.0,0.19106699751861042,policy
403,0.0,1.0,78.0,0.19306930693069307,policy
404,0.0,1.0,79.0,0.19506172839506172,policy
405,0.0,1.0,80.0,0.19704433497536947,policy
406,0.0,1.0,81.0,0.19901719901719903,policy
407,0.0,1.0,82.0,0.20098039215686275,policy
408,0.0,1.0,83.0,0.20293398533007334,policy
409,0.0,1.0,84.0,0.2048780487804878,policy
410,1.0,0.0,84.0,0.20437956204379562,protomem
411,0.0,1.0,85.0,0.20631067961165048,policy
412,0.0,1.0,86.0,0.20823244552058112,policy
413,0.0,1.0,87.0,0.21014492753623187,policy
414,1.0,0.0,87.0,0.20963855421686747,protomem
415,0.0,1.0,88.0,0.21153846153846154,policy
416,0.0,1.0,89.0,0.21342925659472423,policy
417,0.0,1.0,90.0,0.215311004784689,policy
418,0.0,1.0,91.0,0.2171837708830549,policy
419,0.0,1.0,92.0,0.21904761904761905,policy
420,1.0,0.0,92.0,0.21852731591448932,protomem
421,1.0,0.0,92.0,0.21800947867298578,protomem
422,1.0,0.0,92.0,0.21749408983451538,protomem
423,1.0,0.0,92.0,0.2169811320754717,policy
424,1.0,0.0,92.0,0.2164705882352941,protomem
425,1.0,0.0,92.0,0.215962441314554,protomem
426,1.0,0.0,92.0,0.2154566744730679,protomem
427,1.0,0.0,92.0,0.21495327102803738,policy
428,1.0,0.0,92.0,0.21445221445221446,policy
429,1.0,0.0,92.0,0.21395348837209302,protomem
430,1.0,0.0,92.0,0.21345707656612528,protomem
431,1.0,0.0,92.0,0.21296296296296297,protomem
432,1.0,0.0,92.0,0.21247113163972287,protomem
433,1.0,0.0,92.0,0.2119815668202765,policy
434,1.0,0.0,92.0,0.21149425287356322,protomem
435,1.0,0.0,92.0,0.21100917431192662,goalinfer
436,1.0,0.0,92.0,0.21052631578947367,protomem
437,1.0,0.0,92.0,0.2100456621004566,protomem
438,1.0,0.0,92.0,0.20956719817767655,goalinfer
439,1.0,0.0,92.0,0.20909090909090908,policy
440,1.0,0.0,92.0,0.20861678004535147,policy
441,1.0,0.0,92.0,0.2081447963800905,protomem
442,1.0,0.0,92.0,0.2076749435665914,protomem
443,1.0,0.0,92.0,0.2072072072072072,protomem
444,1.0,0.0,92.0,0.20674157303370785,protomem
445,1.0,0.0,92.0,0.2062780269058296,protomem
446,1.0,0.0,92.0,0.2058165548098434,protomem
447,1.0,0.0,92.0,0.20535714285714285,protomem
448,1.0,0.0,92.0,0.20489977728285078,protomem
449,1.0,0.0,92.0,0.20444444444444446,protomem
450,1.0,0.0,92.0,0.2039911308203991,policy
451,1.0,0.0,92.0,0.20353982300884957,protomem
452,1.0,0.0,92.0,0.20309050772626933,goalinfer
453,1.0,0.0,92.0,0.2026431718061674,protomem
454,1.0,0.0,92.0,0.2021978021978022,protomem
455,1.0,0.0,92.0,0.20175438596491227,protomem
456,1.0,0.0,92.0,0.2013129102844639,policy
457,1.0,0.0,92.0,0.20087336244541484,protomem
458,1.0,0.0,92.0,0.20043572984749455,policy
459,1.0,0.0,92.0,0.2,protomem
460,0.0,1.0,93.0,0.2017353579175705,policy
461,0.0,1.0,94.0,0.20346320346320346,policy
462,0.0,1.0,95.0,0.20518358531317496,policy
463,0.0,1.0,96.0,0.20689655172413793,policy
464,0.0,1.0,97.0,0.2086021505376344,policy
465,0.0,1.0,98.0,0.21030042918454936,policy
466,0.0,1.0,99.0,0.21199143468950749,policy
467,0.0,1.0,100.0,0.21367521367521367,policy
468,0.0,1.0,101.0,0.21535181236673773,policy
469,0.0,1.0,102.0,0.2170212765957447,policy
470,0.0,1.0,103.0,0.21868365180467092,policy
471,1.0,0.0,103.0,0.21822033898305085,goalinfer
472,0.0,1.0,104.0,0.21987315010570824,policy
473,0.0,1.0,105.0,0.22151898734177214,policy
474,0.0,1.0,106.0,0.2231578947368421,policy
475,0.0,1.0,107.0,0.22478991596638656,policy
476,0.0,1.0,108.0,0.22641509433962265,policy
477,0.0,1.0,109.0,0.2280334728033473,policy
478,0.0,1.0,110.0,0.22964509394572025,policy
479,0.0,1.0,111.0,0.23125,policy
480,1.0,0.0,111.0,0.23076923076923078,policy
481,1.0,0.0,111.0,0.23029045643153526,protomem
482,1.0,0.0,111.0,0.22981366459627328,policy
483,1.0,0.0,111.0,0.22933884297520662,protomem
484,1.0,0.0,111.0,0.2288659793814433,policy
485,1.0,0.0,111.0,0.22839506172839505,protomem
486,1.0,0.0,111.0,0.22792607802874743,policy
487,1.0,0.0,111.0,0.22745901639344263,protomem
488,1.0,0.0,111.0,0.22699386503067484,protomem
489,1.0,0.0,111.0,0.22653061224489796,policy
490,1.0,0.0,111.0,0.22606924643584522,policy
491,1.0,0.0,111.0,0.22560975609756098,policy
492,1.0,0.0,111.0,0.22515212981744423,protomem
493,1.0,0.0,111.0,0.22469635627530365,protomem
494,1.0,0.0,111.0,0.22424242424242424,protomem
495,1.0,0.0,111.0,0.22379032258064516,protomem
496,1.0,0.0,111.0,0.22334004024144868,protomem
497,1.0,0.0,111.0,0.22289156626506024,goalinfer
498,1.0,0.0,111.0,0.22244488977955912,policy
499,1.0,0.0,111.0,0.222,protomem
500,1.0,0.0,111.0,0.2215568862275449,policy
501,1.0,0.0,111.0,0.22111553784860558,protomem
502,1.0,0.0,111.0,0.220675944333996,policy
503,1.0,0.0,111.0,0.22023809523809523,protomem
504,1.0,0.0,111.0,0.2198019801980198,policy
505,1.0,0.0,111.0,0.21936758893280633,protomem
506,1.0,0.0,111.0,0.21893491124260356,policy
507,1.0,0.0,111.0,0.21850393700787402,protomem
508,1.0,0.0,111.0,0.2180746561886051,protomem
509,1.0,0.0,111.0,0.21764705882352942,policy
510,1.0,0.0,111.0,0.2172211350293542,policy
511,1.0,0.0,111.0,0.216796875,policy
512,1.0,0.0,111.0,0.21637426900584794,protomem
513,1.0,0.0,111.0,0.21595330739299612,protomem
514,1.0,0.0,111.0,0.21553398058252426,protomem
515,1.0,0.0,111.0,0.21511627906976744,protomem
516,1.0,0.0,111.0,0.21470019342359767,protomem
517,1.0,0.0,111.0,0.21428571428571427,goalinfer
518,1.0,0.0,111.0,0.2138728323699422,policy
519,1.0,0.0,111.0,0.21346153846153845,protomem
520,0.0,1.0,112.0,0.21497120921305182,policy
521,0.0,1.0,113.0,0.2164750957854406,policy
522,0.0,1.0,114.0,0.2179732313575526,policy
523,0.0,1.0,115.0,0.21946564885496184,policy
524,0.0,1.0,116.0,0.22095238095238096,policy
525,0.0,1.0,117.0,0.2224334600760456,policy
526,1.0,0.0,117.0,0.222011385199241,protomem
527,0.0,1.0,118.0,0.22348484848484848,policy
528,0.0,1.0,119.0,0.22495274102079396,policy
529,0.0,1.0,120.0,0.22641509433962265,policy
530,0.0,1.0,121.0,0.2278719397363465,policy
531,0.0,1.0,122.0,0.22932330827067668,policy
532,0.0,1.0,123.0,0.23076923076923078,policy
533,0.0,1.0,124.0,0.23220973782771537,policy
534,0.0,1.0,125.0,0.2336448598130841,policy
535,0.0,1.0,126.0,0.23507462686567165,policy
536,0.0,1.0,127.0,0.23649906890130354,policy
537,0.0,1.0,128.0,0.2379182156133829,policy
538,0.0,1.0,129.0,0.23933209647495363,policy
539,0.0,1.0,130.0,0.24074074074074073,policy
540,1.0,0.0,130.0,0.24029574861367836,protomem
541,1.0,0.0,130.0,0.23985239852398524,policy
542,1.0,0.0,130.0,0.23941068139963168,policy
543,1.0,0.0,130.0,0.23897058823529413,protomem
544,1.0,0.0,130.0,0.23853211009174313,policy
545,1.0,0.0,130.0,0.23809523809523808,policy
546,1.0,0.0,130.0,0.2376599634369287,protomem
547,1.0,0.0,130.0,0.23722627737226276,protomem
548,1.0,0.0,130.0,0.23679417122040072,protomem
549,1.0,0.0,130.0,0.23636363636363636,protomem
550,1.0,0.0,130.0,0.23593466424682397,protomem
551,1.0,0.0,130.0,0.23550724637681159,protomem
552,1.0,0.0,130.0,0.23508137432188064,protomem
553,1.0,0.0,130.0,0.23465703971119134,policy
554,1.0,0.0,130.0,0.23423423423423423,policy
555,1.0,0.0,130.0,0.23381294964028776,protomem
